blockchain,ens_label_count,earliest_label,newest_label,unique_addresses,unique_names,unique_categories,unique_contributors,unique_sources,unique_model_names,unique_label_types
ethereum,1175314,2022-10-06,2022-10-06,1175314,1087339,1,1,1,1,1
