block_time,block_date,block_height,block_hash,tx_id,index,spent_block_height,spent_tx_id,spent_output_number,value,address,type,coinbase,is_coinbase,script_asm,script_hex,script_desc,script_signature_asm,script_signature_hex,sequence,witness_data
2009-03-10 16:50:08.000 UTC,2009-03-10,6983,0x000000009b35c1ca52988212e39430925c5f11f9f679a233e08daf2fb7baa744,0x807c250061bf5177ed24e78b22f8ba22586f3770a3dcb533abfd32467ebca2f6,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0x04ffff001d02f201,true,<nil>,<nil>,<nil>,<nil>,<nil>,4.294967295e+09,<nil>
2009-03-29 02:23:54.000 UTC,2009-03-29,9050,0x000000009a3062e2131984c6cf0b589c1eff5c9a50ff663c23e39670d325ee26,0x6f2cfaf62316867adeac1d5ccacc61deca5bd8f5cbf17f03e02cd48729d57289,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0x04ffff001d023f07,true,<nil>,<nil>,<nil>,<nil>,<nil>,4.294967295e+09,<nil>
2009-03-30 07:00:14.000 UTC,2009-03-30,9196,0x0000000070e3f1d88cbbcee507d5a04027904aa61118bcd2cabd91a0f059275c,0xd4a05f100cd4307ceb7a049fd36205039beb3e1861e00b0806748884482407e7,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0x04ffff001d029404,true,<nil>,<nil>,<nil>,<nil>,<nil>,4.294967295e+09,<nil>
2009-03-30 20:13:54.000 UTC,2009-03-30,9263,0x000000005d1fc8c58989690282c5e913a216323d5c2f87bfb2085fcc6061c753,0x14fa452018693256e0ceec1ff6937f4658901729b45f93de382d7d3eaa9e7c10,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0x04ffff001d021401,true,<nil>,<nil>,<nil>,<nil>,<nil>,4.294967295e+09,<nil>
2009-03-31 02:06:52.000 UTC,2009-03-31,9288,0x0000000035e94598de6570831e3401cc581c0b2aba1a0bb8af47ddf0b7788c19,0x638b071cce5fe584c38d03c67852964fd49a6061ba760bf29419ec4cf051d1a8,0,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,0x04ffff001d029301,true,<nil>,<nil>,<nil>,<nil>,<nil>,4.294967295e+09,<nil>
